Name, MaxHeap Breadth, MinHeap Breadth, MaxHeap Depth, MinHeap Depth, BST
Nga Scheurer,372,2862,504,20897,418
Twana Cropp,361,441,3040,734,332
Hortencia Mcleod,378,1566,1520,2702,395
Rolanda Thibodeau,298,1009,435,1738,281
Tashia Farlow,464,2093,3017,4462,281
Janell Cifuentes,25956,303,3430,441,321
Lucile Keppler,499,1422,3550,2483,275
Vilma Roloff,464,808,768,1445,235
Anamaria Jiggetts,1130,1818,3263,3086,367
Karyn Honey,665,521,3235,900,315
Verena Peper,642,1629,837,2908,240
Blake Craycraft,774,1015,3372,1623,252
Temeka Cusimano,785,2254,3849,3906,275
Dotty Fludd,923,177,3447,298,470
Katharine Sermons,1548,18293,1078,2420,395
Annie Rhodus,975,120,1789,131,401
Belinda Gee,1044,1973,3763,3436,2592
Rosenda Langenfeld,1078,504,1864,803,510
Luke Brownlow,1107,1611,3619,2827,258
Pennie Fluker,1095,1044,3568,1778,217
Merissa Pritt,1141,2363,1003,3935,292
Merilyn Sloop,1669,315,1015,539,275
Kizzie Parvin,1273,1445,1847,2466,298
Mariano Forsberg,1302,935,1933,1669,269
Mira Selden,1290,2024,1003,3630,327
Perla Braud,1485,613,4290,1072,2833
Edwin Salser,1892,6287,2650,7147,1089
Tameika Wilton,866,1181,154,3355,315
Nickole Dysart,1560,2323,4566,6969,332
Isaiah Oakley,1617,143,3981,194,298
Gita Woodbury,1531,1307,177,3797,412
Torrie Frederickson,1720,734,4147,1261,298
Cherly Weber,1646,1812,1078,3149,361
Bea Jepsen,1795,120,2191,137,367
Clemente Wozniak,1640,1514,189,2690,413
Henry Stoneman,2351,1044,1147,1761,372
Xiomara Dunker,5633,2082,2196,4336,177
Albertha Dooling,1893,86,1153,97,1428
See Abeyta,1927,1416,2220,2506,281
Charita Cunniff,2311,814,1216,1388,355
Myrl Carcamo,2151,2650,2248,3137,321
Paulene Edlin,1864,539,1267,533,258
Terrie Iwamoto,1938,1674,1330,1812,384
Lorilee Ezell,1950,1112,1359,1112,298
Dwana Shellhammer,1812,2764,235,2346,510
Teodora Guillory,2116,258,1462,2604,367
Randee Saylors,3149,3413,447,1439,407
Alida Lasso,6218,1325,2196,917,384
Analisa Schommer,2110,2225,900,1944,349
Bell Halladay,2122,384,1416,372,435
Elaine Wildermuth,1967,1525,149,1606,344
Bethel Portman,2139,1089,728,1067,326
Charlette Baze,2225,2059,1491,2047,424
Yulanda Muse,2185,390,774,344,292
Asuncion Sustaita,2156,1239,240,1273,361
Janetta Panella,2202,889,780,894,321
Glendora Castanon,2219,1990,1491,1973,521
Geri Fralick,3487,1009,1623,740,487
Quyen Hance,2225,1692,1497,1709,344
Lanell Mcnabb,3774,1164,1577,1175,418
Emmaline Sharif,2271,4893,1640,2277,384
Gladis Kissner,143,103,826,131,453
Louanne Hearns,206,1307,1577,1273,303
Zula Prosper,149,728,407,665,304
Berry Delany,195,1870,1617,1761,424
Fleta Maser,235,395,751,407,424
Debby Bloss,246,1548,1652,1571,407
Vanesa Gorney,263,969,1583,946,315
Melinda Fagundes,286,2179,1732,2610,384
Freida Karas,344,235,923,235,481
Francesco Heidt,315,1302,1692,1250,510
Fred Jester,372,780,1623,785,481
Adriene Walley,91,1135,154,1141,372
Pamala Chenail,378,539,1669,516,338
Dawna Gladstone,418,1566,854,1571,596
Alyse Butt,430,1009,1915,929,344
Milda Hawke,395,2139,895,2145,447
Jacqulyn Van,625,200,292,206,315
Melanie Parsley,516,1284,906,1296,424
India Pizzuto,487,699,877,722,303
Shanda Beliveau,493,1795,1766,1783,355
Vannesa Bosarge,539,441,1761,464,384
Coletta Northup,562,1537,929,1491,499
Orville Carrol,608,912,1789,963,309
Leanne Merrit,608,2082,975,2030,263
Venetta Mcmillan,682,315,1130,367,447
Krystin Wohl,435,1348,172,1353,384
Cornelius Loth,682,843,963,1743,590
Starr Kron,808,2288,4273,2105,395
Gretchen Schier,740,573,1508,556,2678
Fabiola Gonsales,871,1663,940,1990,510
Sybil Rosecrans,791,1124,2237,1101,338
Juliane Strobel,774,6143,527,2283,476
Simona Policastro,860,177,980,200,327
Vance Doughtie,889,1256,2317,1732,2793
Ammie Debusk,883,619,2001,653,493
Lajuana Kovacs,912,1761,1032,1749,470
Debbie Sharber,808,401,286,395,458
Claudine Pelt,946,1388,1961,2156,470
Sheri Andujar,963,929,2070,923,407
Fletcher Hartsell,975,1961,998,1967,866
Roselia Mires,1021,298,1049,303,384
Demetrice Bitton,1015,1543,3889,1766,481
Sook Greely,1043,808,2793,768,378
Christiana Taggert,831,1898,177,2478,590
Violeta Doering,1084,556,2007,544,252
Erica Halsey,1129,1646,1015,1571,401
Jacquie Jordon,1147,1061,2111,2914,395
Olevia Ponder,1112,2122,1026,2122,309
Latonia Grundy,1193,206,2133,200,481
Rex Hersh,1187,1307,1038,1279,355
Rob Cavallaro,1227,860,2116,739,430
Brinda Loch,1187,1789,2082,1801,373
Willia Delnero,1233,504,2099,1118,304
Milly Barile,1290,1548,2179,1560,435
Genie Freiberg,1382,975,2168,963,522
Ingeborg Roff,1256,1996,1118,2007,315
Rhona Blass,1376,361,2185,355,487
Otelia Pokorny,1451,1382,1376,1491,384
Ligia Steve,1313,831,349,854,326
Reyes Esters,1405,1927,2254,1933,481
Man Mcauliffe,1439,596,2277,596,395
Muriel Verdejo,1187,2174,258,2380,355
Tia Kurtz,1479,1095,2225,1124,413
Kandice Lasalle,1428,2157,2007,2157,344
Kristyn Schieber,1565,120,1835,154,630
Julene Tomei,2174,1193,1187,1181,418
Jaimie Vena,1571,659,602,642,384
Graciela Rodrigez,1571,1720,4078,2053,407
Sherie Mynatt,1984,2208,1709,453,476
Clyde Duquette,1657,1451,2845,1456,533
Nan Stanforth,1588,900,1164,871,326
Randell Harring,1703,1973,2374,1984,430
Jinny Marcella,1692,292,1170,286,355
