Name, MaxHeap Breadth, MinHeap Breadth, MaxHeap Depth, MinHeap Depth, BST
Jovanny Caldwell,18826,33081,78547,34222,1221
Rachael Glover,18000,21574,59892,19130,734
Skylar Larsen,25274,48443,58045,51575,911
Axel Jarvis,24884,10015,63397,4382,900
Rogelio Ingram,22555,28337,30729,29203,705
Rachel Lawson,19360,14575,28589,15046,665
Corbin Marquez,20123,41169,30006,41536,975
Randall Baxter,22480,10279,60013,10090,906
Elsa Bean,20352,34291,54231,33815,631
Rodney Heath,21970,20076,66179,20111,590
Ben Ware,25285,56835,8323,52447,894
Gianni Yu,218,2655,395,2455,527
Saniya Lee,23530,24396,59795,24505,521
Brennan Banks,30029,13486,59531,13319,900
Jasper Gibbs,27356,49171,68594,43802,1646
Donald Valencia,25521,8656,7738,7720,653
Adonis Bruce,27729,28629,75243,29840,768
Davian Watts,25853,18935,3871,19348,785
Ali Sawyer,34131,43882,39075,48965,883
Lamont Figueroa,27195,6413,61321,5346,894
Ariana Miranda,28687,25251,33683,26392,699
Cesar Avila,32106,21270,76493,18574,1204
Alaina Clayton,35117,49659,64000,48632,837
Diamond Atkins,29742,10250,58774,10038,762
Rhianna Holder,31819,39173,33620,36173,780
Mathew Sanford,30115,22348,33293,24390,1204
Alisha Johns,38427,51724,63592,53944,803
Lola Schwartz,43670,940,18665,923,848
Zayden Ibarra,32106,23105,63059,22090,516
Jose Rivera,38307,12814,16130,12166,889
Vaughn Juarez,34509,36678,36614,37309,521
Caroline Griffith,44806,6464,37595,6682,837
Esmeralda Arias,37848,32002,67028,33247,1003
Angel Cain,37601,23627,35289,22979,814
Mekhi Reyes,39213,50020,35410,50353,711
Mya Johnson,44410,3367,18924,3453,791
Leonidas Anderson,37899,28274,37039,27723,866
Tucker Hoffman,37148,13847,33918,14128,585
Amya Nicholson,40853,49372,9120,52458,1084
Mila Berry,42649,16497,40630,9149,625
Sam Whitney,47548,33402,2684,34159,946
Elaine Diaz,41857,23673,20243,20140,745
Jonathon Allison,45328,60638,45638,67711,1519
Julianne Terry,44181,5656,5483,2065,854
Colin Yang,53387,28446,797,26897,1273
Kiley Rush,54959,14748,21774,12872,975
Priscilla Schmitt,42615,39397,5197,39087,837
Marshall Monroe,44789,7795,41857,7772,1256
Heather Pollard,50743,37526,10744,36500,1554
Quentin Trujillo,43767,19681,2523,17748,1267
Peter Lynn,40699,49521,40963,48942,854
Cristofer Arnold,50508,4858,54041,5541,1158
Damon Mcconnell,54259,32897,22365,29197,1153
Whitney Pitts,47657,16618,18069,15820,636
Danny Dickson,45758,46033,19721,43796,1009
Maci Lin,61108,11902,23587,12505,1307
Peyton Austin,48380,41352,54999,38593,986
Aidan Melendez,50645,24901,49332,27333,917
Arabella Pearson,53221,65325,25727,68801,1279
Asa Rich,55068,3481,21138,2908,940
Addison Lindsey,59221,68015,52905,60862,1474
Belen Stuart,57208,12579,11770,32857,912
Leon Gray,45379,39351,38404,38788,837
Mollie Mendoza,47760,6516,42219,6728,527
Jamari Murillo,53273,33144,10606,33092,831
Andres Barajas,50657,21522,43819,23501,963
Carmen Walters,229848,63615,12424,65560,1330
Janessa Gregory,50049,4239,45356,4187,728
Aubrie Hensley,49452,28899,40458,29886,619
Anahi Hendrix,55498,13600,24075,14730,1044
Valeria Frank,49039,41014,39265,40624,631
Audrina Cummings,50014,7830,40607,7795,648
Janelle Boone,54374,40905,51953,38364,1003
Emma Nichols,52395,20788,10044,20610,751
Jesse Ashley,52257,51873,45781,51575,980
Austin Wells,54569,2179,1537,2265,866
Calvin Cruz,55493,26427,48265,26713,1049
Alexandra Orozco,57437,15671,21178,17031,860
Abbigail Olson,58768,45718,11897,39419,648
Laura Dudley,58430,9166,43423,9482,1285
Lailah Fernandez,58309,40498,44789,35014,1187
Zaid Summers,54632,19807,5231,19314,814
River Sutton,71921,82728,7657,57294,1055
Zaiden Hooper,54690,5116,42184,5070,711
Janet Pittman,62841,30035,11432,29880,975
Marquis Edwards,67160,19319,23536,18361,1284
Dominique Le,66661,46779,24970,63374,1158
Reece Rivas,72604,14019,7256,15155,4732
Alexa Bond,74807,40309,110848,43309,1319
Marlene Gallegos,58028,22578,45144,23742,969
Caiden Hester,58946,58900,49297,54575,1141
Lyla Carter,688,550,42115,510,722
Blaze Hawkins,923,27167,22698,22601,780
Aliza Greer,1055,11300,48781,11340,705
Deon Hobbs,728,40492,43865,38180,866
Kira Rowe,1646,5690,5317,5879,671
Noemi Swanson,2380,31285,6063,35777,510
Belinda Hodge,1680,17461,23862,16956,711
Broderick Dougherty,1956,47508,49280,52395,1152
Tianna Frey,2369,3034,48402,3034,619
Sonia Pratt,2466,27798,53726,27499,602
Gretchen Lang,2747,15889,23455,15361,722
Liliana Jefferson,2753,43177,22669,43194,894
Monica Morales,4875,8432,27620,8403,579
Cedric Andrade,3091,37658,50961,38198,992
Patrick Tucker,608,19342,5340,19572,636
Terrell Salas,3527,56439,12574,51305,929
Daniella Petersen,3883,2179,46968,2145,877
Demetrius Fitzgerald,6493,32932,56244,27058,1376
Jude Mccoy,4003,14788,22480,12476,791
Imani Keller,4164,38272,22411,38823,688
Ernest Levine,5598,7313,47772,7623,745
Rosemary Livingston,7784,32043,22910,31968,579
Amare Vasquez,3952,20358,12120,19859,877
Sierra Goodman,5134,48162,47611,46504,745
Camron Dyer,5122,5133,46464,5134,797
Mattie Rodgers,6688,29473,24998,28469,774
Emmanuel Durham,5564,15717,47301,14868,722
Libby Bird,6195,43159,49343,42178,894
Troy Skinner,6023,9539,5753,9820,556
Lauren Reynolds,6080,36006,13331,35433,923
Addison Shannon,6453,13726,5787,15918,3063
Abbie Owen,6952,217,12247,200,441
Caitlyn Oneal,7485,493,28188,487,1141
Tori Hendricks,9126,25107,61189,24562,682
Emilio Pacheco,7187,12986,11650,12074,699
Luca Carlson,7721,40779,50640,38530,1984
Jan Hicks,8260,6602,25325,6545,757
Cruz Kane,8346,29702,24499,31325,929
Damarion Mccullough,13990,18258,25193,17398,849
Cordell Frazier,9183,57099,69971,59548,1720
Maximo Hunt,13658,4285,53072,4858,1279
Darryl Richardson,12659,39362,150308,187496,15505
Kameron Flynn,10365,20484,72507,16096,1009
Sienna Rowland,10543,55762,42362,54885,1158
Israel Combs,9872,10233,53416,9017,1130
Kylee Mcdowell,10480,33947,13336,35983,877
Riya Hammond,10572,20753,27987,20983,1273
Solomon Campbell,10681,56554,27677,55733,894
Kymani Braun,11943,2575,86044,2638,1250
Carissa Kelley,12189,29587,31670,40859,1221
Georgia Bass,13027,13629,90019,17099,1026
London Watson,12780,44261,3946,46246,986
Russell Walls,11627,7342,3894,9442,728
Anastasia Mullen,12539,33660,66678,33706,1170
Aylin Woodard,6803,19595,1864,21648,2059
Bryant Hoover,13612,50777,59451,53514,1250
Thomas Reeves,12665,8076,26427,4847,722
Arjun Holden,13979,27614,61091,27769,843
Azul Hancock,14203,19773,67172,17558,1021
Santino Wilkerson,12625,44944,3562,43871,734
Ryan Duarte,13606,10273,55567,10061,642
Louis Norris,26146,38720,15092,39351,1256
Lorelei Cox,24385,94012,210470,35955,2650
Natalee Paul,27207,62789,90174,65898,1158
Trey Shaffer,15046,716,14220,671,1158
Macy Robinson,23386,29255,37934,27620,1525
Andy Saunders,18706,13491,21029,11885,1021
Kai Archer,17214,48104,78656,55957,2030
Genesis Barrett,15906,8914,70493,7761,877
Tabitha Crosby,30517,45448,77468,32192,1164
Briley Lewis,29088,17570,8197,17903,1049
Presley Kent,18086,50250,73092,54305,1990
Leia Stone,20708,3906,8449,3470,1193
Hayley Holt,17289,28245,67567,33310,894
Ashton Odonnell,17977,14495,27895,16233,682
Houston Cabrera,18034,44312,67418,43010,998
Gauge Perry,19801,19457,35404,11627,963
Ryan Underwood,18551,36867,4766,45947,883
Danica Cardenas,20604,20776,77640,23656,1267
Lawson Pope,21924,55613,40504,60690,1663
Maia Duncan,20381,1864,65290,1921,877
Ernesto Reilly,20329,30993,30247,29995,1089
Dexter Schmidt,22922,15241,25016,16715,1112
Greta Ford,19847,43469,79161,45982,1147
Bailee Kelly,18998,6757,33184,7422,751
Rolando Long,23627,32559,62244,34578,763
Kaeden Carney,32467,22727,80876,21000,1049
Jeremy Sanchez,21671,54041,17989,53949,1239
Matthew Beltran,29891,10273,109127,7164,1479
Chaim Kaiser,23949,29266,30310,29748,1095
Aaliyah Mills,22314,217,58837,172,573
Taylor Hardy,22727,52447,72713,50703,1198
Kaelyn Huerta,21895,10072,54764,10038,831
Maximus Ward,25279,37268,17415,39454,1084
Serena Schneider,24063,23616,33488,25451,579
Tanya Mcmahon,23432,58774,65170,56479,1256
Isaiah Browning,22956,1342,58625,1325,688
Andre Douglas,23645,25440,59353,26765,1072
Raelynn Mahoney,24947,12533,74428,12614,1067
Ronnie Morton,24081,37584,61837,38679,694
Norah Guerra,24459,6482,28360,6321,550
Zion Prince,22027,29874,56313,30333,636
Kinley Berger,25985,18241,64975,20122,1531
Bria Lozano,28618,45379,31280,46808,1124
Jocelynn Zimmerman,16750,4686,235,4107,711
Eden Kramer,26226,31503,47559,30350,866
Lilianna Carroll,27649,14788,64625,15379,1089
Kaya Morgan,27465,44100,58745,43343,1009
Talan Benjamin,25520,10755,56617,10669,883
Julissa Carr,28136,35329,61946,35358,763
Payton Robertson,25985,19807,30092,20788,705
Devon Ritter,26840,49395,31475,55349,1365
Branden Weber,32157,2397,8185,4709,900
Addisyn Mckay,34716,42815,84673,44513,1181
Melvin Mejia,29352,15992,32633,13795,608
Alissa Guzman,32725,46056,73872,53336,1302
Ximena Simon,27149,7474,7267,7399,527
Julius Snyder,29094,34423,7875,32478,711
Ali Maddox,30241,18241,36677,16916,814
Davon Miller,35071,52567,35473,55865,1617
Julien Mcbride,30649,4939,60632,4904,889
Malachi Watkins,32324,31521,2053,30425,929
Lauryn Roth,30276,18264,17845,17444,1084
Kane Grant,34452,47852,34440,44978,1066
Edith Hughes,30551,10273,61458,11180,797
Brenton Mann,29909,34406,32978,34165,998
Gunner Hanna,29868,21625,58803,22268,814
Moses Fuentes,33517,51512,60185,51311,992
Frederick Porter,31205,682,30855,728,1015
Colt Mccann,31968,23358,31498,22715,958
Levi Arroyo,33132,11271,64894,11248,1141
Josh Patterson,33557,38427,36695,39511,780
Dax Boyer,32840,5581,65726,7296,900
Melody Macdonald,34796,31434,34440,30649,699
Jeffrey Duffy,36224,17082,33700,18069,917
Ezequiel Doyle,33838,48540,62606,44163,768
Viviana Mccarthy,33534,4330,31492,3017,516
Landyn Barnett,37532,26461,67699,26272,1032
Ingrid Horne,33419,14799,31257,13222,791
Vicente Benitez,34331,41484,62462,39683,585
Natasha Keith,35559,9051,15883,8145,602
Shaylee Wyatt,33528,34331,1061,33465,653
Chloe Todd,34343,21230,16950,19761,791
Charles Orr,36023,52469,17254,49200,894
Travis Merritt,38387,2862,16732,1726,740
Ean Vargas,39362,25199,4336,24838,1233
Mariela Jensen,38611,12281,16532,12195,774
Kelton Morrow,36792,38410,16899,38513,740
Jacquelyn Torres,39787,7147,8455,6969,585
Jamal Hardin,39408,32903,17644,33087,803
Cayden Fowler,45024,20472,35920,18310,1015
Darren Fletcher,40354,49022,34658,47886,1026
Jayden Wheeler,40974,4755,2535,5208,940
Ashleigh Mclaughlin,40664,34991,23863,30230,785
Davis Cochran,40624,17283,34222,16503,1273
Lara Shelton,44989,45506,18665,52200,1152
Natalya Cisneros,41697,9757,36471,13583,1003
Mariyah Ross,44748,36976,9327,37182,1066
Gilberto Hartman,41547,24167,39006,22555,1250
Malik Moody,46165,55831,40458,57001,1468
Celeste Bowman,41857,1256,34503,1204,906
Amiya Jenkins,41525,23593,35943,23547,906
Abram Lane,41536,18379,18195,19566,837
Miya Henderson,46670,45534,18505,40045,1026
Izayah Huber,38324,6005,16491,6803,665
Karma Giles,44347,32478,17920,33247,894
Alanna Burns,45804,18975,42345,18539,1720
Abigayle Mccormick,42764,52097,40521,51328,757
Adelaide Chandler,41307,5558,35622,5547,751
Marc Stanton,40767,26679,4468,27063,946
Madalynn Drake,43096,14874,39052,14466,952
Leyla Wolfe,42253,44312,1313,42465,1061
Kamryn Burnett,41966,10784,36207,9235,791
Abraham Sexton,42838,25245,4927,23088,682
Kiana Mcgrath,43808,21419,20008,20358,831
Efrain Leonard,46699,51936,17885,48781,952
Maliyah Villanueva,52802,2392,2334,2363,1434
Octavio Malone,44169,24442,17903,24488,562
Jadyn Noble,48661,13319,19623,13067,694
Aron Baird,43607,43808,37584,43555,671
Ashtyn Gould,45431,9206,37756,8971,734
Maya Moon,44060,34262,18023,32226,980
Mckenna Lara,43676,18843,18316,19210,963
Yadiel Bright,42523,46291,35433,46194,631
Isabela Landry,45511,5357,36809,5386,843
Zackary Best,43400,27568,36448,27999,688
Lilian Farmer,42557,15505,35536,16342,889
Joaquin Valentine,45976,44169,4841,44129,854
Adam Madden,45156,292,37807,281,728
Dean Luna,43957,36735,38318,36236,980
Mylee Larson,46274,23513,37182,23358,4176
Zechariah Gordon,42896,52211,39070,49974,786
Deven Villegas,44588,602,2380,653,843
Parker Walter,46894,27758,4898,24769,642
Quinten Cook,45689,12327,19847,13807,774
Gary Campos,45999,39666,37687,40825,1307
Nevaeh Patrick,46194,5856,18929,5799,590
Deacon Hurley,45873,30322,37320,29501,946
Alani Rangel,50817,19807,10147,18499,940
Wilson Donaldson,47800,52613,20386,49538,1072
Case Choi,44972,3395,38823,3481,739
Jaiden Fry,49957,28761,50095,30046,992
Grant Newman,46377,16308,18975,14713,843
Elvis Sandoval,45729,40504,9424,42718,2151
Bailey Mcmillan,45672,7910,19503,8134,791
Finnegan Wood,54994,38937,820,38083,1112
Dayanara Logan,47989,21275,19440,20031,946
Abby Blankenship,47754,47359,39236,44857,619
Aliana Meza,47886,5042,38479,5099,762
Payton Barnes,50238,24172,38261,25681,969
Shaun Parker,45810,12723,9160,13268,688
Daniel Parsons,47198,38995,10095,40624,1032
Alexandria Ortiz,53479,7526,10090,6958,871
Zachery Jacobs,46515,30086,38433,32215,814
Rhett Rocha,48483,18247,19423,20840,803
Haleigh Shepherd,51024,46756,7227,50003,1319
Zara Norton,51999,4657,9401,4732,889
Humberto Owens,56537,28612,21178,28125,803
Marques Warner,76212,18115,3160,32731,1611
Amelie Garcia,78306,61998,49561,114284,1847
Ellen Hale,69793,12258,59003,10422,1181
Jeremiah Lynch,70086,50926,29725,51127,1921
Romeo Higgins,64699,23386,43538,25842,998
Dustin Sellers,53795,53043,10956,61900,1244
Raquel Raymond,53777,1514,10239,1881,963
Tanner Burton,55068,25830,45104,24740,1107
Carolina Webb,59038,12533,3923,13302,929
Chace Pineda,59508,43108,21557,44284,1313
Steve Mcneil,58034,6946,23283,9545,883
Curtis Costa,52028,30247,40205,30408,1015
Talia Bishop,50978,18539,47238,19956,889
Lincoln Riggs,50972,50703,11363,49556,1147
Francesca Knight,55871,4560,24029,4061,825
Alejandro Leblanc,62921,28503,15987,29129,1112
Trace Payne,59806,15706,11449,15000,889
Cohen Sloan,54013,46791,5466,44244,1101
Conor Lopez,53341,10371,21935,9086,946
Amiah Colon,62927,40463,49458,42265,1307
Leo Patel,55407,20587,11461,20358,837
Lila Franklin,52556,60024,21688,52527,1279
Alyssa Wiggins,60799,349,1560,327,963
Janiah Sharp,63971,27413,11621,29931,2994
Adelyn Garza,53840,11466,45219,11208,923
Semaj Murphy,56135,39792,20570,42362,849
Mary Everett,62847,8208,47966,8541,1422
Micheal Hampton,54816,33746,43148,33758,630
Kassandra Fleming,57615,19514,21178,19893,843
Dakota Blanchard,55625,48936,43142,49819,1468
Abigail Gonzalez,64533,8960,21597,8896,826
Carleigh Nolan,53863,30580,10514,29048,929
Jessica Jones,62049,18063,43957,20277,1089
Hunter Chan,54087,48724,45936,46406,957
Raiden Yoder,54271,12556,1428,10726,889
Bernard Hall,59955,38266,48775,45529,906
Damien Holloway,57047,22836,44169,24367,1101
Makenna Norman,59732,58039,23840,57994,1990
Kian Jennings,544,458,53313,430,785
Donovan Christensen,1359,26845,63179,24465,952
Sanai Avery,608,11260,47175,10744,740
Kenna Osborne,1651,38989,52493,43263,1015
Agustin Donovan,1388,8862,31188,7422,728
Clinton Roach,722,34417,12063,33695,975
Valentina Chung,1003,16549,50204,17816,619
Tiara Cordova,1221,47421,44221,45362,831
Keon Nielsen,1376,3545,24465,3154,986
Jaydan Palmer,1353,31371,28922,36804,1296
Jesus Cannon,1525,13916,47680,14340,820
Sylvia Lam,1571,43418,43148,42494,917
Kasey Ballard,1726,8420,46722,9178,803
Kendal Franco,2053,34503,51689,40607,1124
Alayna Hart,2282,24499,24998,21734,1107
Dominick Wagner,344,53290,3005,49911,642
Deborah Stafford,3028,1795,23329,1801,854
Mckenzie Ho,4543,26926,58407,29450,1353
Yareli Joseph,2391,11971,26381,13704,1353
Haiden Espinoza,2460,42299,48414,39838,1078
Kristina Vega,2936,10990,5828,6941,653
Saul Lucas,3625,36012,52148,31790,889
Reese Oneill,3665,19314,27769,22945,1095
Kenzie Barrera,2994,51207,51586,53043,1210
Aryanna Knox,3384,8036,48035,4870,619
Ashlynn Love,3246,31211,31509,33947,917
Tatiana Hood,3453,16434,62181,16038,1055
Devin Cross,5466,46498,46768,46114,1807
Shaniya Collins,3281,10531,47651,9923,648
Gideon Wilson,3711,38347,2122,39287,1089
Jayvion Massey,3608,24453,69506,23174,1152
Arturo Smith,3866,60730,12539,58194,849
Reid Wang,3940,1067,5633,1003,969
Marin Williamson,4061,24878,2936,28222,980
Rose Wong,7187,13549,7835,13554,854
Kareem Mcfarland,4210,40452,56135,39259,866
Adriel Randolph,4583,6648,49332,6246,734
Cloe Zuniga,160,31216,160,32312,946
Kendall Osborn,4927,20220,29685,19348,1107
Brenden Santana,4359,47611,12430,47766,1061
Desmond Cameron,4611,3889,49481,3740,917
Scarlet Cline,4698,27683,56439,27775,1118
Brandon Hubbard,4766,15883,53405,14834,1055
Ismael Poole,4663,45896,18384,44123,740
Kaila Lowe,5598,9321,31853,9132,831
Marlon Francis,5231,37435,26897,37257,1198
Scarlett Liu,5592,21585,33110,22870,877
Kamron Suarez,6459,57890,16130,55825,1118
Lesly Mcclain,5569,5047,24614,2380,894
Keira Clark,5770,30993,50777,26100,1061
Giuliana Tapia,6940,14461,26019,12545,1032
Carter Gillespie,6000,45425,52882,43245,1244
Ella Medina,5851,7365,44806,7445,888
Dashawn Dorsey,5891,33058,47995,33970,1319
Elias Simpson,8983,26650,8019,19566,1411
Ana Schaefer,6659,53169,28956,57753,1164
Brynn Zhang,189,4984,240,5954,866
Carley Jackson,6803,31687,55533,30195,1147
Micaela Sheppard,8776,18109,24230,16853,619
Tiffany Kirk,7830,52039,55923,53680,1221
Mariana Horton,6935,10686,51632,12447,1479
Lina Wright,5478,50072,1084,42666,2764
Kade Ali,7290,31205,65044,25411,1158
Giselle Frost,7503,66931,54408,56032,1416
Alonzo Blackwell,7921,1594,51729,1680,957
Justus Bradley,7623,24287,53009,23822,1038
Casey Montoya,6831,12183,12103,11925,797
Sloane Mcguire,10400,41014,33024,39087,998
Samara Perkins,8065,6424,49269,5862,825
Jillian Callahan,12367,43074,68135,37475,1353
Matias Novak,8128,19348,26186,24230,969
Tristian Middleton,16629,55470,35892,52831,1434
Fisher Shea,8770,4250,18247,3464,894
Carlo Gates,9063,33746,86165,33568,1755
Griffin Hopkins,8420,14455,64309,16038,1015
Mallory Townsend,12941,52102,8736,47462,1778
Giovani Spence,17358,9195,18660,9275,1296
Darwin Golden,9006,48058,28067,36046,1199
Gloria Stevenson,7623,19107,3263,23168,980
Kaley Downs,9539,57919,62061,53301,1256
Kyan Bradford,9654,1984,51466,2024,952
Madyson Faulkner,10055,25056,50370,27901,1359
Deanna Estrada,9390,14214,52745,13944,1003
Jordan Moyer,10812,59170,30924,46762,1336
Kamora Mccarty,9642,7388,27964,7411,929
Khloe Newton,10021,33786,25119,32186,883
Jaida Forbes,9768,18866,51580,18700,757
Jackson Walton,8306,151048,2759,63334,1135
Emerson Aguirre,9809,4543,51408,4548,2455
Shiloh Johnston,10876,33540,26192,29886,1858
Christian Jimenez,10193,15981,51167,16078,900
Kailee Jordan,10124,53152,26719,43509,975
David Mora,9780,9579,24190,9568,894
Zaria Hunter,9797,35697,48787,34457,676
