Name, MaxHeap Breadth, MinHeap Breadth, MaxHeap Depth, MinHeap Depth, BST
Dennis Shannon,1273,1554,4348,1531,453
Jaeden Wyatt,390,16744,258,17151,1233
Tyrone Cline,1101,6763,17891,7067,384
Regan Ramos,1267,20495,10250,23249,447
Donte Jordan,2718,5306,19027,4428,510
Willie Benjamin,2420,16296,20122,16165,263
Aliana Blair,3407,6757,19795,6837,263
Joy Montoya,3849,20530,5564,20771,407
Noemi Mercado,4135,1411,22044,1457,292
Maddox Wood,5799,12298,1416,12350,390
Jensen Knox,6103,7428,21247,7497,453
Sariah Murphy,5581,17983,10560,17748,413
Holly Hester,6963,4107,21063,4107,412
Rodolfo Raymond,7589,16250,7181,15361,527
Grant Wolf,7044,10170,453,10216,510
Mohammed Garza,9401,22692,24126,21826,499
Lana Alvarado,9315,1313,24866,1216,590
Evelyn Newman,10956,11719,12390,11948,430
Mason French,10216,5942,23249,6109,458
Beckett Franco,10692,17507,23880,17805,458
Jaylen Haas,10457,3464,23788,3464,521
Alec Greer,12597,16543,26415,17335,430
Teresa Mcbride,11983,11575,15034,9958,424
Emilie Snyder,10187,21597,7331,22142,642
Shania Galvan,13067,2357,25348,2363,430
Graham Wagner,15132,13296,1910,12946,567
Bryanna Patton,13732,6252,24993,6332,556
Parker Mcgrath,15063,18247,14547,18201,2644
Carolina Hamilton,17696,5093,27127,5243,854
Arjun Downs,16314,16922,27643,16968,579
Tate Lutz,15992,10164,14346,10428,533
Zaid Lawson,16119,21298,13646,20839,390
Gaige Terrell,16245,281,6929,309,676
Nolan Sosa,17983,11638,7004,12350,573
Amare Rice,17920,7187,14662,7141,453
Adolfo Wade,17925,18677,2013,19015,493
Sophia Jacobson,18815,3258,14696,3826,1640
Mitchell Rowland,18786,14128,1892,14208,539
Kaeden Ayala,19864,8742,14977,8753,969
Roy Haley,24952,29324,8747,23203,682
Leah Rios,19738,2627,17484,2007,5208
Judah Wu,16859,15683,642,16136,539
Marco Hill,17604,10944,15608,8879,476
Cael Bray,25532,32937,22847,29054,940
Myla Gentry,17857,5862,16709,5420,590
Jaydan Stout,21218,20885,2346,20553,843
Jaydin Zhang,6459,12390,229,12906,797
Yaretzi Higgins,18918,26891,9545,26874,390
Haylee Greene,22710,1118,19302,1067,757
Jadiel Le,21241,14627,8323,15275,676
Carla Bridges,19038,7233,16193,7027,814
Thalia Preston,20713,23541,8564,21092,1233
Malia Pena,21465,4307,17386,4256,579
Kaitlin Johnson,20163,18597,17220,18522,585
Mya Richards,19962,10853,8558,11174,424
Lizbeth Sanford,18872,26880,4187,27121,533
Justus Marquez,21172,3051,8707,2896,487
Jaden Shepherd,22595,17667,10658,16268,539
Rishi Boone,21063,9229,17163,8856,435
Rihanna Hood,21522,22784,19491,22945,487
Precious Woodward,21402,5713,390,5581,401
Jovan Bonilla,22469,20358,18625,20759,556
Kayden Frazier,22239,12505,17679,12327,418
Lucy Villanueva,21729,26054,2455,25767,544
Keyon Lara,441,470,9074,499,522
Malcolm Estes,476,13554,19101,13572,418
Kadin Leonard,808,7250,18379,6860,510
Matthias Cabrera,969,21080,19210,21339,613
Griffin Cooley,1187,3017,18442,3195,447
Roderick Wiley,229,16652,631,16652,642
Abbie Faulkner,1646,12533,19469,12654,321
Paul Cochran,1657,22658,18838,22876,390
Nathaniel Herring,1898,1801,18488,1829,304
Harry Bright,2151,14071,18975,14260,556
Lola Griffin,2426,7990,19377,8019,659
Abdullah Hobbs,2707,12998,20272,12998,372
Marianna Mcfarland,3241,4680,20392,4755,395
Rashad Chung,2891,20507,20501,20989,1026
Zechariah Rocha,2220,10474,9287,10738,275
Hudson Mathis,3309,25520,19744,25377,493
Alejandra Church,3631,149,23570,195,412
Joey Sutton,4634,13939,2896,14403,516
Byron Chen,3883,7256,20295,7325,625
Dillon Short,3470,20031,5065,20013,504
Demarion Cameron,5093,4680,20323,4382,493
Zara Shaw,4210,16159,5047,16216,298
Weston Acevedo,4508,10302,22491,11426,315
Troy Holt,4721,23386,10692,23335,436
Sherlyn Keith,5145,2409,10549,2391,424
Nathalia Larsen,4829,14690,20381,14661,361
Benjamin Foster,5369,7663,20449,7841,550
Isiah Noble,5231,22079,10681,22302,499
Amber Ingram,5925,4187,11357,4210,390
Adalyn Manning,6023,12734,11180,12809,361
Gemma Ferguson,5897,11994,22027,12442,659
Edward Krueger,6636,25893,24528,27832,590
Shiloh Forbes,6969,631,25061,654,562
Kendrick Osborne,7371,14438,5942,13870,682
Jada Bradley,7497,6418,23920,6464,642
Ryann Brady,6774,19566,21993,19583,367
Derek Gallegos,8874,3057,23214,3086,476
Rolando Torres,7818,16216,5805,16250,493
Shelby Dominguez,8266,9539,23197,9700,630
Maia Herman,7939,25761,24752,25997,498
Jamal Hanna,8403,2191,23186,2196,516
Reuben Cox,8070,14753,25073,14696,768
Addisyn Roman,8977,6218,6946,6000,372
Kaleb Black,8627,22819,25997,22113,545
Ronald Webb,7153,4898,849,4640,464
Nathan Reyes,8782,18321,7021,17908,401
Marin Gill,9998,12505,24763,11954,521
Luis Knapp,9298,25681,23971,25715,659
Alena Gay,11036,1709,25245,1738,453
Harper Webster,11226,14271,894,14134,619
Julien Erickson,10250,7841,24803,7916,579
Soren Ochoa,9860,20834,12883,20914,470
Jadon Rosario,10726,4537,13009,4445,510
Tucker Hartman,11748,17335,24413,17346,516
Gina Andersen,10405,10210,23547,10468,636
Tara Donaldson,11323,24264,24992,24884,613
Justine Levine,11793,2523,24660,2541,539
Rylee Moore,11312,16136,24591,15516,458
Hailey Clark,11283,8271,24281,8271,544
Shea Gardner,11759,23249,25807,24505,630
Kamren Schneider,12820,6051,8266,5765,447
Nasir Bird,11960,18597,24769,18488,390
Hazel Solis,12201,13359,3671,12746,1072
Jakob Tate,12378,26960,1829,28635,602
Brett Holloway,13704,785,27058,762,510
Anabella Rodgers,13359,19245,7067,16107,562
Gage Mclean,13480,6803,25578,7021,631
Santiago Petty,14369,19503,7141,19956,516
Finnegan Fischer,13778,3355,25245,3384,470
Kyle Franklin,14140,16394,26037,16405,556
Gregory Sanders,15017,9941,14598,9505,711
Keon Banks,14851,23702,28997,25532,665
Kenyon Grant,15436,1732,14484,1726,596
Lilliana Spence,15379,15935,5042,14593,567
Emma Rosales,15511,7916,14048,7744,544
Landyn Odonnell,16268,23794,15350,21453,665
Kai Decker,15849,4778,14512,4847,487
Carsen Rogers,15832,17937,7359,18207,608
Jake Carrillo,15946,12694,16887,11948,774
Augustus Conrad,16698,25474,15642,25279,504
Seamus Kane,16663,1531,14868,1239,447
Nicolas Richmond,15688,14713,3969,15270,424
Madalynn Francis,16417,7244,14862,7130,424
Ishaan Villarreal,16274,19928,1950,20100,487
Jenny Howard,19790,4325,15619,4221,487
Nataly Duncan,17553,17289,15430,18809,567
Raymond Irwin,16480,10537,7451,10176,476
Daniela Hughes,16996,26496,16354,23639,481
Andrew Marshall,18046,2678,8455,2564,608
Jovani Lamb,17535,15642,15516,15912,504
Aryan Bean,17564,8908,15401,8799,458
Karissa Strickland,17369,22354,1273,22721,533
Hannah Vega,17874,6126,1084,5455,567
Kael Berry,18373,19652,18218,19176,590
Emelia Brown,18315,11638,15895,11266,619
Alvin Chambers,20736,25876,16939,25142,476
Jaiden Swanson,19142,768,2225,642,527
Michael Nelson,18568,13761,8076,13457,539
Dwayne Barr,18390,6103,15889,6069,785
Tamara Valencia,20272,21321,1175,21993,757
Mollie Villa,18688,3826,1078,3539,464
Davin Harvey,19239,18786,17834,18711,619
Randy Armstrong,19130,9981,16199,10394,533
Brogan Chavez,18878,24958,16233,24516,711
Bridget Nixon,19222,1669,8070,1594,550
Ahmad Li,20604,15373,4227,15757,458
Maxim Joseph,19663,8443,16296,8346,487
Neil Fuentes,20450,22268,16686,21602,453
Krista Rich,19893,5369,4118,5237,648
Kaitlyn Dyer,20455,19021,17122,18597,521
Ahmed Hogan,20593,10767,17461,10887,533
Rayan Mendoza,20828,25997,17426,26031,585
Nylah Mcdonald,21103,1514,11111,1864,476
Valeria Adkins,20656,13744,16469,14071,671
Brandon Stanley,20897,6562,2225,6155,527
Tiffany Henry,20673,21763,17799,21918,504
Andre Phelps,23375,5042,18654,4439,716
Aniya Bishop,21981,17696,18011,18052,648
Dawson Yang,18063,10681,338,10503,533
Trevin Ballard,21459,24557,17449,24517,550
Jamir Bradshaw,22434,3005,17834,3023,608
Abigayle Hicks,22463,16750,19354,17203,459
Marissa Bowen,22882,9522,18109,9596,516
Danika Jarvis,21820,23065,18499,22394,556
Miley Warner,21700,6235,1221,5736,533
Abdiel Richardson,23031,16658,19624,16658,435
Raquel Mueller,22893,12637,17765,12602,562
Korbin Ross,23111,27935,9338,26358,682
Chandler Diaz,407,338,18402,378,470
Amy Huang,390,14140,20254,13939,544
Bryant Nicholson,321,8753,8971,7824,837
Emmy Cole,636,20065,18327,20151,591
Leila Riley,252,2988,4342,2948,539
Kenna Arnold,785,16635,18746,16159,671
Adriana Pacheco,837,9281,4732,9614,481
Danica Green,1021,23163,18774,22681,487
Fernando Holder,1141,1606,20753,2070,533
Memphis Russo,1055,14426,4726,14180,504
Steve Robinson,1187,7594,4749,7503,585
Rocco Dudley,1342,21425,18843,21023,435
Jordyn Mahoney,1686,4738,10158,4893,585
Jasper Anthony,1743,18665,19692,18201,613
Carley Leach,2019,10898,18849,10973,699
Matteo Robertson,1485,25744,6092,26490,590
Edith Jensen,2391,969,4715,917,527
Jasmine Andrews,1984,14294,19572,13881,631
Daisy Aguilar,2053,6906,19033,7107,562
Paola Gutierrez,2082,21402,20725,20369,481
Kymani Boyle,2787,3929,19543,4067,607
Antony Valenzuela,2655,18040,1325,18264,418
Laylah Hale,2753,11088,10376,10979,739
Joslyn Todd,2088,24758,2627,25836,487
Jonathan Barajas,2718,2305,19675,2374,390
Destinee Kerr,3017,15901,11484,18109,682
Talia Warren,2558,9178,2592,8260,705
Kevin Fuller,3114,24952,21493,23163,768
Shyanne Pennington,3114,5501,9889,5357,395
Keith Jefferson,3390,20312,20713,19474,579
Tyson Jennings,3183,11392,19222,11478,435
Matias Fowler,3631,28893,21912,26685,699
Callum May,3567,682,20426,659,659
Tyler Pruitt,3533,13095,5059,12803,527
Lennon Murillo,4290,6470,10411,6482,585
Mario Schroeder,3545,20903,5311,21906,705
Estrella Brewer,4485,3545,23392,3665,734
Adelyn Patterson,4113,18029,11306,17122,464
Ryder Clay,4262,11449,23438,10319,539
Fabian Owens,3929,23163,10216,22549,567
Maci Gonzales,5168,2099,23576,2403,739
Joanna Sherman,4950,15493,5518,15832,596
Javon Kent,10801,9321,22813,10543,716
Quentin Rivas,4474,22096,11082,21201,608
Mekhi Mason,4881,4904,20719,4967,567
Natalia Cain,5443,18872,27104,18304,527
Greta Wilkins,3654,11598,1330,11719,619
Milton Petersen,5868,28612,13124,28010,745
Braedon Strong,7308,980,12132,986,550
Myah Hahn,5048,14690,12172,14243,476
Khalil Simon,4967,7984,5397,7204,699
Kaydence Campbell,5529,24132,23341,21608,585
Haylie Vance,7095,4187,2742,4956,550
Adrien Weeks,5426,18516,3562,19428,1187
Conor Whitaker,5134,10285,1405,10003,688
Scott Suarez,5489,24929,11180,23960,481
Katrina Farrell,9195,2931,31538,3321,659
Willow Frederick,5587,14920,10571,14897,321
Daniel Garrison,6000,9109,12797,9298,636
Kaia Hayes,6355,23203,23272,22882,585
Cristopher Gibbs,6235,5937,22727,6539,544
Elisha Copeland,6017,18889,27138,18677,579
Delilah Mcguire,5983,12006,12028,11593,510
Lucia Mcdowell,6493,26524,23931,27247,866
Teagan Blanchard,6849,487,23128,1009,504
Cristian Hendrix,7680,14082,24373,14071,762
Jaiden Ellison,6797,6751,22583,6648,745
Delaney Mccoy,6746,22652,23323,19658,636
Cayden Mccarty,6946,3229,22205,3241,676
Samir Perry,6952,15757,5592,15906,476
Harper Woods,9074,9046,246,9074,653
Noe Clarke,6877,23536,22589,22836,349
Simone Luna,7336,1864,5736,1818,453
Vaughn Frank,7032,14145,22744,14455,516
Adan Medina,7428,9338,11816,9332,545
Gordon Hess,7554,21373,23937,24103,762
Jazlene Monroe,7984,4841,23874,5013,825
Jordyn Morse,7600,18230,11788,17948,510
Russell Avery,9378,12247,24798,11191,527
Rey Montes,7864,24763,6223,25067,562
Gretchen Figueroa,8191,1267,26805,1445,722
Itzel Allen,7904,13445,22434,13325,573
Keely Melton,7910,7112,22721,7078,774
Rylie Marks,8105,20518,25314,20352,556
Kingston Weiss,9074,4021,1600,4778,682
Trace Bautista,9149,16887,22864,16686,556
Adalynn Gomez,10141,11225,24149,11168,590
Mayra Jacobs,8535,24453,12333,24115,682
Vicente Morales,10440,2655,13193,3401,625
Annabella Gibson,10583,19222,24671,16359,785
Luciana Travis,9074,8644,6132,8489,636
Olivia Singh,8621,24970,12069,21757,464
Yadiel Schmidt,9074,5271,11684,5805,326
Jayson David,9384,19801,24757,20432,631
Omari White,7939,11914,3642,12333,1457
Naomi Walter,9160,25515,6177,25394,430
Dallas Clements,9900,797,13400,849,711
Mariyah Goodwin,10440,13790,26272,15201,774
Kobe Benton,10095,6774,23754,8329,820
Isaias Porter,9694,19795,12172,20811,579
Jaida Salinas,10319,3900,6654,3803,671
Claire Mccullough,9923,16360,24625,18270,671
Mark Owen,10107,9723,23782,9877,493
Logan Orozco,10721,24700,6694,24161,745
Nathanael James,10623,2300,24058,2707,430
Porter Hardin,10881,15241,12751,14977,590
Brisa Weaver,10009,8174,866,7927,619
Kaylyn Calhoun,10812,23065,25801,21838,654
Omar Ayers,10514,4973,24362,4961,831
Kasey Ray,10778,18281,3241,18424,384
Nicole Meza,10640,11111,13015,11082,441
Jaylen Brooks,11357,25773,25452,25727,631
Josiah Zimmerman,12946,1531,126,1434,522
Felipe Cooper,11099,14587,25188,13537,711
Brian Ponce,10956,7439,12705,7153,596
Perla Allison,11116,20427,24287,20392,407
Valerie Wolfe,10772,4279,504,4009,482
Alissa Moses,11931,18757,6894,18161,476
Autumn Patel,11914,10554,13245,10457,516
Cash Frost,11862,24086,25584,24144,688
Ireland Mccormick,11856,3005,12918,2942,642
Sterling Vang,11765,15608,1680,15688,562
Braeden Archer,11879,9195,24907,9000,642
Bella Bryant,11954,21683,25119,21786,447
Tyrese Bennett,12183,5833,24430,5787,533
Tatiana Rivers,12189,18832,13204,19205,567
Jillian Estrada,12958,12591,26019,12631,590
Gunnar Robbins,12476,26146,14845,25727,573
Gustavo Garrett,12964,372,26352,361,653
Danielle Parks,13113,12591,13371,12430,596
Kash Kemp,13141,6332,25480,6309,453
Lilia Day,13067,19268,25440,19778,556
Kyleigh Flowers,14770,3223,27327,3407,648
Dominique Beck,13348,15797,25601,15734,567
Ricky Horne,13480,9614,13669,9642,711
Skylar York,16205,22893,355,23627,544
Anna Cisneros,15774,1738,28486,1818,831
Jessie Cortez,14180,14375,26037,14438,550
Serena Bush,13985,7669,25480,7635,441
Quincy Keller,13761,20983,26811,20822,498
Josephine Lee,14994,4847,14208,4801,619
Adeline Oconnell,15195,21000,29444,18551,527
Katelynn Stevens,14862,11380,7055,11266,545
Yair Coleman,14593,26725,27792,25102,453
Salvatore Humphrey,14920,1158,14088,1101,504
Jorden Valdez,14971,13612,958,13807,481
Natasha Burnett,14793,6946,13658,6809,418
Eduardo Bates,15832,20507,14185,21086,711
Brynlee Underwood,15992,3843,2288,3522,711
Ainsley Velasquez,15625,17621,1933,17794,499
Melany Berg,15488,12017,14610,10617,613
Zain Cardenas,15092,23455,14495,23243,424
Amani Fitzpatrick,16554,2564,15086,2478,590
Giovanna Molina,15608,15367,7182,16285,734
Catherine Burns,15350,8420,14082,8271,665
Brenton Walters,16296,22268,1927,22199,590
Cassandra Bass,15602,5346,14168,5265,728
Areli Morrow,16503,19595,7594,19681,487
Donna Shelton,18677,11770,5260,12051,613
Kylan Lozano,17151,26949,15826,25933,728
Brielle Bruce,16268,648,15235,659,659
Lauryn Hanson,16256,15017,15178,13967,659
Margaret Evans,16704,6751,15206,6694,430
Anabelle Fitzgerald,16681,21063,16474,22228,642
Ramon Freeman,16165,3631,14432,3539,504
Alan Maddox,16726,17036,15172,20702,596
Konner Harrison,16440,10050,14633,9705,808
Jayden Cordova,16967,24052,15470,24494,785
Kirsten Singleton,16790,2036,3745,1870,699
Salma Tanner,16606,14759,1967,14604,613
Savannah Mata,16704,8203,15034,11742,831
Yareli Page,16486,21683,7394,21310,470
Pranav Savage,17358,5030,3762,4692,401
Kyan Kaufman,18769,18981,7795,18574,711
Sullivan Zuniga,109,11421,97,11288,619
Jaelyn Butler,18270,27218,16400,26467,757
Ronan Lang,17186,1451,15304,1439,487
Abagail Ewing,18763,143,15746,154,349
Markus Marsh,17243,7434,7623,7262,539
Frankie Glenn,17685,21304,14977,20157,585
Helen Joyce,17283,4227,9006,4543,1009
Shyla Hodge,17335,17335,15476,17249,458
Giovanni Miranda,17306,10755,3917,10256,762
Alexia Aguirre,18866,26490,16445,26553,556
Monserrat Giles,18252,2896,7829,2776,453
Makaila Koch,18447,16509,4090,16600,355
Dixie Meyer,17828,8822,7749,8678,631
Javier Mendez,20708,22784,8082,22870,676
Kaden Pratt,18121,5931,7801,5816,533
Lisa Farmer,17960,19107,15832,19973,642
Hayley Riddle,17633,12172,3958,12097,625
Ian George,17971,26163,15734,25847,608
Jaelynn Mayer,18534,458,8025,401,619
Alisha Rollins,18654,12837,8065,12700,395
Rhys Barry,18229,6418,15488,6332,602
Arthur Madden,19050,20346,8151,19933,470
Tyrell Barrera,18476,3321,15545,3344,584
Shaylee Delgado,19113,16388,15987,16159,602
Jayden Olson,19325,9952,4227,9636,763
Brendan Bradford,19881,23358,16331,23386,705
Micah Moran,18883,1864,8168,1795,522
Riley Perkins,18585,14530,2128,14518,504
Brooks Holland,18631,7841,8019,7652,631
Esperanza Morrison,18872,22503,8053,21390,688
Levi Watts,19021,4893,590,4531,556
Derrick Conway,18878,17880,16153,17857,728
Ashley Rivera,19411,11839,8271,11684,453
Van Chase,20432,26031,17323,26507,665
Eileen Holmes,19876,1399,8237,1193,665
Andrea Douglas,19555,13853,8352,13847,596
Violet Cummings,20151,7732,16933,7652,619
Elias Beltran,19377,22515,16457,21614,688
Dillan Mcdaniel,19572,4176,8340,3998,499
Jairo Fox,20719,17730,17025,17765,699
Toby Hines,19268,10382,16176,10623,630
Reed Sellers,20025,24172,8587,24058,470
Aiyana Neal,20461,4726,8552,4583,585
Makayla Merritt,20122,15740,17329,15528,418
Ezequiel Soto,19050,8581,2128,8340,562
August Hudson,20363,22899,8742,22687,533
Makenzie Nguyen,20467,5810,8558,5564,447
Maximilian Skinner,19629,18849,2202,19554,648
Halle Shaffer,19761,12040,8243,11592,648
Pierce Doyle,19928,28262,16899,25537,510
Katelyn Boyer,21407,854,18373,860,625
Damien Riggs,22996,13291,8478,13904,636
Alondra Anderson,20708,6292,17076,6223,424
Kian Mcintyre,20277,20472,4279,20897,734
Joe Goodman,26215,3998,18425,6854,734
Abbey Townsend,20817,13136,2552,12883,407
Priscilla Heath,21528,10451,18098,10250,642
Kaila Padilla,21247,23874,4399,24362,585
Deven Ortega,20662,2111,8656,2036,544
Victor Hopkins,20656,18838,8736,15063,613
Adyson King,21551,7784,17409,7698,516
Solomon Wiggins,20191,23547,608,22188,539
Helena Knight,20644,4915,17036,4766,665
Todd Lin,20645,18419,8742,18264,579
Kinsley Reed,21075,12711,5489,11638,837
Dalia Powers,21081,25446,8960,25974,602
Ernesto Stafford,21218,1577,4411,1474,625
Angelique Christian,21826,15011,17908,14059,619
Kristian Hunt,21494,7870,17295,7749,883
Gianna Hodges,21820,21838,8868,21356,694
Raphael Pearson,22560,4732,9877,4525,596
Beckham Rubio,21482,17455,8828,17501,573
Cesar Thornton,22211,10921,2380,10635,642
Gabriela Velazquez,23146,37194,2483,36568,1187
Layton Parrish,23295,2994,4543,2805,740
Maribel Donovan,29106,19296,18746,16325,602
Myles Good,23484,9522,18264,15574,648
Gerardo Williamson,28469,30075,740,30494,969
Aspen Davies,24270,6854,18775,6332,671
Howard Cross,21832,19268,18407,18992,533
Rhianna Bender,22320,12728,18006,13457,785
Denise Roberts,22721,29249,9768,27316,596
Frank Cantrell,332,390,19050,338,625
Kyla Brock,338,13709,20272,13308,963
Norah Ashley,332,6000,17908,6126,430
Javion Villegas,785,22652,2627,24413,1153
Aracely Mejia,590,3459,9539,3797,504
Karlee Hays,596,16750,18522,16830,539
Aaden Gross,567,51,19107,80,332
Shayla Parsons,567,23180,9407,24201,671
Jewel Carey,665,1646,18436,1715,573
Courtney Barber,705,15086,17954,17461,447
Marlee Wise,189,7715,390,7554,556
Shayna Dixon,780,21631,18878,21809,648
Giana Shields,774,4606,2357,4445,653
Brylee Chandler,883,18746,19228,18419,780
Kameron Castro,986,11334,18723,11208,562
Johanna Chapman,1021,25492,19010,25285,544
Kathryn Kennedy,1130,871,9419,923,504
India Davila,1055,15138,21419,14300,757
Lesly Cervantes,1141,6832,17983,6837,585
Anton Stevenson,1153,23472,4944,21763,499
Jaquan Nunez,1313,3762,9568,3808,516
Jazmyn Sanchez,1428,17811,9654,17415,590
Walter Ali,1267,9797,18000,9751,522
Janelle Willis,1107,25044,1348,24838,734
Kate Carney,1497,2265,19245,2375,544
Heath Burgess,1428,16641,10812,14977,608
Blaze Paul,1520,8753,9201,8472,602
Maddison Walls,1652,22836,2529,22492,476
Maggie Ritter,1778,5265,9654,5369,378
Brynn Ferrell,1755,18769,19922,19193,757
Orlando Snow,1566,11461,4634,11575,567
Kasey Russell,2093,27843,11679,27161,671
Blake Golden,1835,395,9436,372,619
Jacqueline Choi,1973,13520,19354,13440,602
Turner Wilkerson,1795,6287,734,6143,550
Quinton Pineda,1795,21167,10331,19365,550
Kiersten Tran,1904,3424,1262,3286,728
Damarion Peck,1967,16818,4967,16560,711
Jackson Macias,2242,10090,10090,9769,665
Ana Burch,2266,23805,20495,24035,590
Fletcher Fleming,2254,1927,18499,2042,476
Taniya Schwartz,2191,14243,4755,14254,590
Maleah Ford,2552,8266,21161,8202,453
Charity Ramsey,2374,21614,9814,21562,688
Maverick Holden,2495,4938,9648,4944,499
Colt Crosby,2386,18901,19996,18602,665
Gia Best,2460,11214,18671,11403,774
Avery Combs,2678,26037,20237,26696,545
Desiree Dodson,2587,1227,9596,1250,510
Quinten Carter,2633,13170,18981,13216,619
Bridger Whitney,2546,7210,722,7067,608
Trent Arellano,2822,20811,19916,21339,613
Giuliana Kramer,2873,4061,9614,4141,711
Morgan Eaton,2925,17845,21132,18029,562
Kelly Obrien,2942,10434,9918,10526,539
Malaki Herrera,3183,26800,22159,24964,493
Kamari Christensen,3441,2701,10118,2667,573
Quintin Dawson,3000,15396,9671,14845,688
Chaim Rhodes,3114,8627,9757,8604,590
Deandre Walker,2948,22503,1359,22503,510
Kendra Baker,3281,5673,20128,5747,585
Owen Martin,3160,20312,9877,18602,923
Ryland Buckley,3286,11977,19624,11954,430
Jade Reid,3453,26518,10445,26524,596
Yusuf Wright,3963,458,688,390,286
Patience Simmons,3390,13291,2747,16113,522
Riley Rojas,3516,6258,10411,6281,544
Princess Waters,4893,20587,1388,20145,711
Rose English,3631,3195,20392,3315,573
Haven Barker,5019,18172,26283,19629,774
Liliana Edwards,3676,9751,19767,9774,636
Ivy Durham,3722,23249,20048,23002,613
Izabella Bentley,3808,1921,22589,1881,596
Maliyah Wheeler,4548,14575,2707,15619,476
Lyric Sparks,4061,7692,5162,7623,630
Luke Duke,3963,21396,20570,21149,694
Branden Ware,4049,4680,5007,4600,590
Ayden Espinoza,4078,18516,20937,18350,395
Coby Castaneda,4267,11489,21287,12137,757
Simon Watson,3969,25526,5352,24901,562
Seth Gregory,4284,1175,20610,1198,458
Allie Hancock,4583,13916,10738,14627,447
Junior Mooney,4285,7009,10291,7021,539
Yasmine Cooke,4376,19904,20019,19778,384
Jason Cohen,4462,4032,20398,4130,659
Darwin Mayo,4875,17616,23799,17478,676
Phoenix Bernard,4325,9900,19847,10009,533
Lilah Stephenson,4439,26226,5501,25429,711
Dangelo Hoover,4818,2650,20759,2615,590
Macie Mercer,4611,15281,10663,15252,642
Devin Caldwell,4680,8644,21534,8742,665
Aileen Craig,4726,21797,10967,21717,516
Leonardo House,4772,5524,10474,5409,659
Gavin Abbott,4646,18367,20381,18327,602
Jack Woodard,3436,12138,734,12126,648
Darryl Friedman,4847,25268,21058,25027,562
Renee Spencer,5156,969,4130,774,562
Logan Harmon,4961,13566,21786,13319,630
Laurel Daniels,5529,6631,20656,7153,728
Marely Browning,5277,20059,21883,20122,499
Brycen Carroll,5243,3556,21012,3935,843
Jovanny Payne,6757,18034,5862,19968,522
Susan Key,5065,9711,10738,9654,630
Noelle Horton,5105,23593,21384,23128,390
Trevon Small,5248,2093,10841,2105,458
Giancarlo Whitehead,4732,14673,1370,14673,780
