Name, MaxHeap Breadth, MinHeap Breadth, MaxHeap Depth, MinHeap Depth, BST
Annabelle Griffith,6814,3986,5518,3516,487
Skyler Gray,6688,8202,5208,8151,453
Delaney Rivers,6711,1996,2719,1887,390
Rylie Malone,6665,6872,5208,6780,390
Emily Sanford,7382,4388,1370,4153,435
Naima Frank,6608,9241,5248,9189,338
Stephany Garcia,6786,567,5489,521,401
Kimora Maxwell,7376,5873,2885,5558,562
Joshua Randall,7325,3097,1462,2805,499
Aaden Callahan,7451,63,5856,68,258
Izaiah Frost,7801,1841,2896,1554,315
Caden George,7497,7239,1479,6946,441
Rosemary Gates,7434,4267,5598,4095,527
Eliana Case,7285,9350,5403,9304,372
Hillary Charles,7503,1181,5713,1153,390
Helena Cruz,7640,6177,5937,6625,567
Karson Lang,7904,3751,5845,3665,453
Benjamin Quinn,7600,8311,1485,8277,453
Sidney Vazquez,7480,2460,797,2179,510
Raphael Morton,8030,8352,3005,7600,401
Julie Boyer,7893,5128,5891,4916,447
Virginia Fritz,7589,10124,5615,9906,407
Olive Noble,7939,453,1554,378,286
Violet Browning,7824,5701,5787,5145,424
Pamela Garner,7956,2936,5954,2805,401
Marvin Love,8088,8243,2994,8053,453
Emely Decker,8587,1485,6315,1359,481
Nayeli Cooley,7984,6654,5822,6447,338
Miles Wade,8013,4239,791,3803,435
Tori Pena,8042,9327,2936,9287,407
Haley Copeland,8449,1072,6831,1072,367
Isabel Zimmerman,97,5879,103,5765,344
Willie Collins,8650,3544,5982,3332,395
Hazel Rocha,8432,9315,6344,8484,355
Frida Sandoval,9740,2306,1743,2001,378
Karlee Dillon,8793,7709,6344,7457,510
Cale Moses,8598,4686,6160,4445,418
Sanai Moyer,8638,10153,3091,10543,481
Madelyn Kirk,8942,762,3275,659,487
Johnathon Byrd,8833,5902,6315,5627,430
Maximus Holt,8948,3298,6361,3126,470
Edgar Raymond,8495,9080,866,9665,412
Karen Castro,9046,2013,6499,1904,390
Ally Brewer,9332,7199,6883,7824,384
Nico Christensen,9797,4600,6854,4342,607
Leonidas Roy,9895,9975,510,9975,384
Brenda Ibarra,9149,1130,6568,1067,332
Felicity Mccarthy,9206,6327,6218,6011,384
Trace Finley,9711,3986,6734,5650,493
Nickolas Berg,9717,9906,6327,9006,602
Alaina Joseph,9642,579,3539,504,315
Kenya Mcdonald,11254,8093,1726,7979,527
Jenna Blevins,9499,5277,6596,5059,372
Gracie Evans,9080,10170,6361,9941,298
Josie Fox,183,183,7153,212,504
Jimmy Colon,229,8805,7480,5374,401
Xander Terry,120,2449,814,2483,390
Camilla Mejia,281,8277,3504,7784,390
Colin Mccann,367,1726,7606,1852,344
Moses Thornton,326,6654,940,6722,447
Jayden Lucas,447,3722,3688,3705,435
Ean Davidson,499,9482,6694,8874,441
Brenden Carr,493,722,7193,808,338
Raelynn Mullen,642,5891,7227,5948,378
Hana Rich,533,3114,1761,2982,367
Roselyn Pace,625,9241,3533,8506,567
Yamilet Massey,636,1835,3281,1858,258
Krish Hendrix,717,7439,3550,7044,550
Bronson Merritt,694,4330,1761,4221,378
Augustus Hess,877,10761,3740,10153,510
Micah Bender,1021,648,7904,665,665
Dayton Chandler,894,5546,7084,5627,424
Garrett Stokes,820,2678,476,2615,344
Giada Simmons,877,8105,986,7887,413
Aylin Fuller,1112,1652,7663,1807,487
Joslyn Huffman,1072,7078,3694,6826,562
Johnny Hancock,1175,4159,7353,4313,407
Yair Fitzpatrick,1147,9619,6935,9051,361
Marcus Faulkner,1525,1101,7772,1135,516
Titus Jacobson,1267,6527,1892,5891,413
Mathias Nelson,1508,3401,3820,3367,464
Tyrese Flores,1359,8971,7514,8816,493
Richard Knox,1393,2202,3768,2191,493
Wesley Ewing,1439,7422,7153,7216,441
Moriah Owens,1434,4721,3740,4634,418
Ari Skinner,1508,10835,3797,10485,424
Taniyah Gardner,1611,327,7755,407,395
Gwendolyn Pugh,1543,5220,2162,5753,366
Lilly Kaufman,1709,2730,7910,2931,412
Audrey Avila,1784,8059,7606,7852,458
Marquise Castillo,1847,1485,7778,1629,550
Messiah Horn,1950,7279,4187,6912,608
Yazmin Oconnor,2002,3872,3900,4778,430
Linda Beasley,1898,10124,7543,9235,504
Reilly Kramer,1944,894,7887,963,464
Damon Mann,1921,9000,7686,6005,321
Alonzo Valencia,2271,3114,1043,3091,292
Haven Bonilla,2093,8489,7491,8277,378
Colt Rose,2065,1870,2030,1795,355
Joe Alvarez,2282,9803,9786,7818,481
Philip Thompson,1479,4537,527,4353,401
Zachary Chang,2208,9998,7462,10663,292
Roland Fields,2300,596,8128,671,613
Sabrina Cervantes,2460,7738,8862,6155,579
Maximo Richardson,2265,2942,1904,2845,481
Efrain Todd,2587,8294,1049,8128,453
Jocelyn Casey,2615,1864,8329,1967,458
Finn Bradford,4118,6809,9069,7061,470
Zachery Calhoun,2523,4640,9625,4847,349
Larry Cortez,2587,10015,7835,11093,499
Nevaeh Freeman,2948,1239,8294,1239,458
Draven Wilkinson,2587,6728,585,7027,728
Mariam Steele,2810,3722,2558,3699,539
Miah Escobar,2942,9579,8174,9832,642
Andres Moran,3068,2214,8484,2535,378
Case Hoover,2868,7061,8070,7239,481
Elisabeth Shah,2770,4807,2076,4738,418
Morgan Morrow,3011,11937,4250,10830,562
Kasey Dominguez,3086,281,8621,298,418
Jermaine Cummings,3298,5650,8570,5914,642
Madalynn Gordon,3189,2610,8426,2810,499
Alonso Cox,3275,8116,8409,8002,367
Mateo Duffy,3218,1399,4107,1416,533
Darien Cannon,8506,7055,9854,7204,613
Irene Wu,2627,4812,315,4256,378
Albert Ware,3872,9918,659,10072,453
Aiden Hernandez,3499,154,8908,166,321
Greyson Kirby,4996,6195,4635,5776,407
Brandon Bradshaw,3837,3355,8736,3556,418
Beckham Moss,3430,9080,8587,8593,630
Silas Simpson,3327,2111,1193,2598,464
Allyson Hays,4112,7772,9499,8070,636
Ross Schroeder,4669,5420,11851,5374,1021
Rolando Blake,4026,10721,8627,10394,745
Gustavo Edwards,3797,573,8948,699,390
Mario Payne,5042,6900,9200,6149,636
Humberto Singleton,3883,2873,1118,2707,344
Dominique Day,3883,8076,8438,8065,533
Zara Cohen,4210,1749,9476,1835,326
Rodney Ritter,4434,6998,9155,7015,510
Jimena Lindsey,4101,4130,8805,4319,395
Dangelo Hodges,4044,9900,8730,9505,206
Byron Ray,3923,1130,4342,1124,378
Justice Torres,4089,6309,631,6160,476
Carolyn Velez,3711,4101,1388,3803,499
Reuben Martin,4164,8937,8627,8736,556
Oswaldo Stark,4141,2535,1210,2202,413
Aimee Glenn,5816,6814,9441,6757,401
Bella Hurley,4319,4916,8776,5082,470
Cael Mcconnell,4325,10290,4537,10141,481
Annabel Hendricks,4801,665,9602,969,527
Crystal Guzman,4502,5007,8851,5162,367
Braylon Contreras,4841,2936,9333,2879,504
Travis Marks,4961,8501,4669,15258,562
Halle Mason,4606,1479,4554,1416,378
Quinton Hanson,4617,6424,8742,6539,401
Regina Hampton,4807,3998,8994,4193,573
Pedro Peters,5546,13096,5248,10164,539
Sophie Hahn,4812,980,5105,998,413
Lillianna Hale,5151,5914,4732,6975,458
Marquis Jennings,6895,5174,2489,4898,539
Jada Acosta,5730,9223,9487,8971,367
Jovanny Watts,4405,2208,630,2024,481
Marissa Mora,5076,7371,4766,7199,573
Kylee Gregory,5294,4755,9906,5478,619
Charlie Sweeney,5747,11564,1416,14398,619
Kamila Glass,5432,711,9774,688,453
Julia Rios,5248,5719,2432,5610,453
Valeria Good,5300,3028,10113,3212,464
Trevin Huber,5311,8489,9401,8455,579
Bryant Mayo,5593,1789,9637,1892,418
Marisol Mcclure,5822,7629,5443,7852,1032
Justice Bass,5753,4330,9734,4623,522
Rylee Howard,5495,9981,9373,9682,493
Yadiel Riley,5707,1284,2466,1170,458
Dax Juarez,6344,6315,9556,6556,533
Alice Robertson,5724,3235,5070,3200,286
Jayda Luna,5856,9235,9654,9166,522
Rashad Espinoza,6235,2552,10480,2925,619
Zoey Hinton,5960,7617,9562,7508,280
Belen Jensen,5764,4875,4875,4726,481
Karli Hoffman,5925,10623,9677,10526,533
Jasper Cross,6912,212,5294,154,510
Sloane Bowers,7503,5713,14168,9195,802
Jerimiah Rice,6436,2810,3608,2701,481
Alissa Bush,6401,8007,10537,8036,367
Dario Oconnell,6264,1646,5495,1474,533
Kiley Fernandez,6275,6476,9872,6568,590
Bernard Harris,6155,3791,5030,3671,430
Maia Calderon,6550,9418,9969,9820,739
Alessandro Campbell,6883,877,11403,940,430
Mollie Hood,6585,5971,10096,6149,550
Jeremy Khan,6539,3309,5260,3189,407
Jalen Brooks,6619,9011,10256,9115,275
Dustin Strickland,6069,1996,1336,1801,493
Ann Bryant,6814,7244,10170,7434,516
Madeleine Boone,7021,4732,10881,4944,653
Penelope Pratt,6418,9614,4996,9516,470
Ramiro Werner,7210,539,797,516,390
Sydney Barton,6768,5564,5489,5403,361
Hayden Chaney,6952,3028,5351,2839,481
Quinn Gay,6935,9315,5329,8352,550
Remington Turner,6912,1761,1416,1617,602
Alena Snow,8002,8329,2879,7084,447
Solomon Cook,7210,4239,5518,4112,499
Gianni Mccall,6648,9149,2598,9126,470
Kadence Chung,7715,1210,5759,1158,349
Audrina House,9344,7009,7038,6636,648
Elyse Lowery,6958,3579,5392,3418,384
Frankie Wagner,6975,8736,1405,8908,430
Salvador Pennington,7038,2380,2753,2145,481
Dominic Kerr,7078,7382,5329,7256,332
Ezekiel Padilla,7055,4772,6940,4669,470
Allison Woodward,6086,10411,195,10732,327
Selena Ferguson,7732,378,6510,395,545
Nikolas Orozco,6940,5300,1405,5002,378
Ruth Golden,7078,2839,5472,2747,481
Tate Mcguire,7824,7950,2707,7904,590
London Pruitt,7244,1589,2936,1468,470
Marques Hebert,7789,6952,5724,7279,688
Rayan Aguilar,7307,4112,5501,3969,550
Willow Vargas,8937,9384,418,10548,522
Makena Barry,9057,1543,6057,992,596
Rudy Berry,7916,7026,5977,5965,533
Jaydin Bean,7640,3510,5799,3803,545
Callie Avery,7875,9585,6613,9900,1147
Nash Rodriguez,7153,2168,774,1944,372
Jaylyn Haynes,7594,7365,2879,7244,567
Siena Munoz,7394,4692,1434,4359,562
Cesar Diaz,7468,10967,7342,10830,516
Xavier Hurst,7296,722,2776,613,470
Genevieve Whitehead,6786,5535,252,5254,418
Jaiden Murray,7801,3338,5845,3177,332
Jamison Sexton,7944,10531,1565,9768,321
Braiden Pearson,10749,2065,3843,1646,441
Nola Walters,7543,7227,774,6860,407
Ibrahim Bell,7543,4468,5621,4273,424
Tyree Vasquez,8828,9981,1491,10451,630
Taryn Melendez,7784,1560,2982,1164,424
Braxton Goodman,7795,6395,5650,6155,407
Billy Coleman,7761,3785,5805,3596,544
Nehemiah Trujillo,7640,8988,1531,11059,539
Phoebe Mcclain,7847,2839,3074,2237,521
Ayana Potter,8082,8277,3051,8134,504
Santino Daniel,8879,5197,5856,5070,562
Haleigh West,7222,10227,418,10382,332
Myah Moon,8013,321,3057,275,378
Angie Walls,8208,5621,470,5197,579
Kale Fleming,8690,3871,6246,2684,384
Riley Murillo,7887,7916,2914,7703,487
Gerardo Cole,7956,1480,5954,1428,458
Kenyon Rowe,8604,6820,1560,6820,562
Leilani Kent,9613,5592,3172,3826,889
Coleman Flowers,8197,9528,6051,10170,487
Patrick Ramirez,8076,929,3017,774,470
Jonathan Poole,9155,6378,3137,7916,407
Landen Underwood,8099,3430,1594,2994,476
Alec Palmer,9935,10004,6160,8925,837
Caylee Mcgrath,9218,2076,6241,2030,504
Giselle Montoya,8558,8289,6831,9654,476
Aliya Parrish,8529,5025,6160,4778,441
Colby Conrad,8133,9763,5919,9591,418
Aldo Holloway,8948,579,3166,430,487
Zoe Bennett,8139,5604,6321,5558,332
Daniella Dickerson,9120,3401,6654,3183,378
Emmett Roach,8701,10560,1611,8598,510
Porter Clark,11352,1933,9935,1801,590
Zariah Garrison,8185,6849,2959,6734,332
Lucia Sims,9172,4692,1606,3975,487
Macey Stevenson,11587,11914,912,10044,659
Yael Dalton,9034,1262,6373,1181,407
Cohen Ponce,8438,6338,3103,5931,447
Lara Huff,8518,3763,6166,3573,464
Adan Proctor,9327,8076,1657,7824,321
Rogelio Marsh,8690,2506,3436,2380,556
Kailee Duncan,8788,7767,6235,7485,338
Malaki York,8071,5323,166,4709,522
Shyla Anderson,8765,11329,6361,10279,562
Jazmin Key,9097,476,1629,384,441
Selina Davila,8816,5994,6350,5328,493
Bradyn Bishop,12201,2977,6872,2730,522
Maurice Carson,8753,8208,3200,8025,562
Uriah Abbott,8696,1646,6292,1548,476
Trenton Barker,8650,6849,6195,6487,585
Allan Ballard,9258,4273,6545,3877,367
Aryana Middleton,8897,9786,1640,9608,470
Alexia Duran,9355,866,6653,826,338
Nicole Mays,9453,6103,1640,5770,453
Kylan Mack,9786,3740,3361,3407,671
Robert David,8776,8787,6212,8564,516
Kelvin Curry,9051,2351,6579,2265,453
Julio Hanna,11082,8202,4164,8025,567
Serenity Dunlap,9080,4950,6401,4709,504
Azul Miles,9149,10462,1921,10566,539
Randall Johnson,9648,814,7600,797,441
Jamarcus Oneal,9235,6051,3344,5581,315
Cecelia Williamson,8541,3172,252,2724,504
Mireya Travis,9063,8472,889,8369,539
Ernesto Levine,9281,2219,7382,1892,441
Abdullah Carney,9378,5380,6602,5162,281
Freddy Stephenson,8919,4445,1623,3946,424
Julius Norman,11707,10308,3648,10571,585
Jamar Robinson,9671,1416,1743,1187,315
Sara Durham,9235,6585,6441,6201,539
Stephen Farmer,9338,3963,6596,3768,487
Kinsley Dickson,10371,9642,6665,10159,757
London Gill,9596,2696,3395,2380,481
Alondra Mendez,9654,7933,3430,7646,407
Alayna Greene,10107,4778,7491,4634,395
Kayley Valentine,9155,10566,912,10726,458
Miley Roth,177,206,1571,195,390
Kelly Oneill,189,5110,3355,5042,447
Ashly Wallace,493,2621,430,2569,493
Susan Allison,309,8220,6808,7698,453
Kaiden Galvan,281,1279,7158,1428,326
Elizabeth Johnston,246,6545,3338,6384,367
Braden Blackburn,298,3654,6705,3906,441
Judith Short,281,10032,1778,9459,539
Serena Heath,562,826,4015,808,499
Darryl Dougherty,361,5782,6728,5742,544
Shannon Nunez,390,3045,3315,3051,470
Kash Wells,872,8793,298,8535,458
Kathryn Esparza,413,1898,7136,2024,390
Alisa Griffin,510,7755,7382,8604,464
Melissa Barr,522,4497,7049,4589,556
Sarai Dixon,476,10342,3435,9763,516
Barbara Daniels,527,533,7199,550,487
Karlie Olsen,579,5730,3499,5449,579
Natalie Suarez,481,2684,837,2650,395
Jose Krause,602,8489,6958,8088,498
Holly Beard,596,1548,7089,1720,424
Kelsey Downs,625,7004,3516,6786,521
Mariana Watson,126,4078,286,4113,475
Maryjane Marshall,665,10067,7176,9413,585
Coby Rowland,636,975,877,958,441
Giancarlo Lloyd,676,5965,6837,6017,470
Darius Duke,866,3378,7204,3585,585
Tomas Graves,717,8960,6820,8730,436
Braelyn Eaton,785,2294,7112,2506,418
Talia Mitchell,728,7422,1801,7170,401
Jamie Brandt,860,4990,7302,4881,298
Saniyah Bentley,849,10790,7003,10009,533
Tessa Gilmore,843,332,3332,309,413
Alden Neal,883,5128,1875,5093,493
Peter Bautista,871,2592,7198,2782,476
Kyle Cherry,963,8879,4451,7967,619
Dana Martinez,940,1267,3980,1296,338
Kyler Delgado,1021,6929,7566,7755,648
Hadley Horne,940,3780,7038,3958,349
Jamir Gallegos,1015,9900,7181,9304,315
Aria Rangel,1009,935,1772,900,407
Lilianna Hopkins,1044,5891,7055,5833,470
Diamond Pittman,1021,3166,3470,3131,304
Ashlee Morales,1124,8759,7239,8472,516
Jazlene Stanley,1020,2013,940,1984,607
Jamiya Maynard,1244,8352,3975,7440,304
Randy Hammond,1170,4462,7159,4715,481
Emmy Spencer,1112,10193,1852,10153,533
Adam Richard,1256,3183,975,3126,384
Bailey King,1198,5627,3654,5392,464
Marie Holland,1256,2925,3568,2862,562
Lane Harper,1284,8271,7153,7996,550
Cassie Ferrell,1244,1657,7462,1841,470
Edward Hogan,1348,7004,3648,8042,521
Jaycee Gaines,1382,4233,3797,4164,481
Jeffrey Ali,1416,10348,7434,9757,407
Isaias Grimes,1388,1175,7600,1525,332
Lena Welch,1210,6447,579,6132,510
Jamal Reilly,1749,3969,1967,3745,481
Natalee Estes,1445,9080,7130,8621,453
Max Hudson,1514,2306,7577,2501,567
Sasha Yu,1531,7629,189,7508,556
Damian Stafford,1457,4898,1944,5007,326
Samantha Russo,1554,10939,7348,10233,464
Mary Page,1566,269,3636,252,567
Kole Sanchez,1692,5208,1032,5007,613
Ariel Montes,1789,2627,10606,2816,544
Jeremiah Perez,1703,8128,3889,7893,499
Mackenzie Patel,1686,1416,3716,1382,556
Abigayle Keller,1720,6642,3917,6487,355
Jared Campos,1789,3797,7675,4009,395
Anabel Reeves,1617,10508,1124,9837,338
Leonardo Henderson,1686,826,3613,780,384
Ellis Braun,1772,5759,7445,5776,424
Jax Higgins,1864,3172,7755,3453,533
Kiera Bauer,1893,9005,7870,9011,688
Jasiah Lam,1904,1927,7910,2111,447
Osvaldo Vaughan,1491,7124,309,6940,407
Liana Pham,1783,4422,1973,4262,447
Ismael Mueller,1893,10072,7319,9619,372
Kamora Foley,2001,545,8139,625,499
Brock Gillespie,1858,5460,3785,5329,361
Dereon Mclean,1910,2730,3757,2753,378
Payton Schwartz,2036,8283,3889,8030,579
Zane Scott,1921,1623,1910,1606,315
Laney Pollard,2122,7898,4399,7256,717
Gaven Sosa,1835,3963,998,3860,395
Madilyn Summers,2088,10199,584,13153,625
Amaris Banks,2237,1089,9677,1284,418
Jayleen Nolan,2202,6298,3969,6166,567
Fiona Anthony,2088,3384,7566,3590,430
Keagan Elliott,2311,9092,3917,8856,464
Shaylee Nguyen,2168,2208,3831,2340,441
Deanna Hunter,2265,7508,7726,7388,424
Abbey Mclaughlin,2277,120,8317,91,309
Jakayla Salazar,2151,10629,1038,10640,327
Spencer Zuniga,40,407,63,384,355
Katie Guerrero,2587,5661,4055,5874,476
Anderson Stewart,2380,2827,2007,2730,401
Maribel Hodge,2397,8243,7853,8082,636
Essence Li,2351,1485,8397,1640,418
Kadin Ortega,2501,6642,7835,6613,367
Braydon Rojas,2581,4371,4061,3860,487
Joyce Webb,2535,9969,1095,9843,424
Lorelai Armstrong,2443,934,8392,1009,516
Andy Clayton,2569,6235,4158,5937,453
Ezra Cobb,2541,3281,7927,3487,607
Sincere Trevino,2529,8839,2059,8707,447
Claudia Tapia,2483,1996,3883,2024,458
Mckayla Cunningham,2724,7749,8151,7612,642
Darnell Weeks,2397,5805,613,9149,682
Adelyn Mcpherson,2764,9682,8197,9447,453
